report_id,region_id,office_code,app_combo,app_type,avg_days,performance_standard,percent_in_standard,source_file
2022_2023_Q1,province_average,Prov / Avg.,A1,A1_L,114.66666666666667,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A1,A1_T,82.71428571428571,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A1/T1,A1_T,75.5,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A1/T1,T1,75.5,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A1/T2,A1_T,52.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A1/T2,T2,52.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A2,A2_L,138.2,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A2,A2_T,80.6,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A2/T1,A2_T,75.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,A2/T1,T1,75.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,L1,L1,154.3256370978013,25,0.0006524859715516117,22 34 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (L1 & L9) - TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,L1/L2/L8,L1,180.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,L1/L2/L8,L2,180.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
2022_2023_Q1,province_average,Prov / Avg.,L1/L2/L8,L8,180.0,30,0.0,22 35 2022-04-01_2022-06-30 LTBAvgDayFirstHearing Q1 2022-2023 (Other applications) - CMORE&TOP.xlsx
