report_id,region_id,office_code,app_combo,app_type,avg_days,performance_standard,percent_in_standard,source_file
2021_2022_Q4,province_average,Prov / Avg.,A1,A1_L,38.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,A1,A1_T,37.5,30,50.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,A2,A2_L,85.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L1,L1,87.66666666666667,25,0.0,22 32 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (L1 & L9).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L2,L2,102.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L2/L9,L2,160.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L2/L9,L9,160.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L3,L3,44.752066115702476,30,8.264462809917356,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,L4,L4,47.474137931034484,30,6.321839080459771,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,T1,T1,123.75,30,25.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,T1/T2,T1,101.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,T1/T2,T2,101.0,30,0.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,T1/T2/T3,T1,24.0,30,100.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
2021_2022_Q4,province_average,Prov / Avg.,T1/T2/T3,T2,24.0,30,100.0,22 33 2022-01-01_2022-03-31 LTBAvgDayFirstHearing Q4 2021-2022 (Other applications).xlsx
