report_id,region_id,office_code,app_combo,app_type,avg_days,performance_standard,percent_in_standard,source_file
2024_2025_Q1,province_average,Prov / Avg.,A1,A1_L,259.9344262295082,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,A1,A1_T,133.9090909090909,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,A1/A2,A1_T,343.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,A1/A2,A2_T,343.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,A2,A2_L,275.90875912408757,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,A2,A2_T,122.91666666666667,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1,L1,91.8,25,0.0004,22 50 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (L1 & L9) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1/L2,L1,166.29172932330826,30,0.003,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1/L2,L2,166.29172932330826,30,0.003,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1/L2/A2,A2_L,336.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1/L2/A2,L1,336.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L1/L2/A2,L2,336.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L10,L10,266.65806451612906,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2,L2,158.55423810286814,30,0.002,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/A2,A2_L,242.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/A2,L2,242.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/L8,L2,308.5,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/L8,L8,308.5,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/L9,L2,164.52380952380952,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L2/L9,L9,164.52380952380952,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
2024_2025_Q1,province_average,Prov / Avg.,L3,L3,79.0,30,0.0,22 51 2024-04-01_2024-06-30 LTBAvgDayFirstHearing Q1 2024-2025 (Other applications) TOP.xlsx
