report_id,region_id,office_code,app_combo,app_type,avg_days,performance_standard,percent_in_standard,source_file
2016_2017_Q2,province_average,Prov / Avg.,A1,A1_L,31.93103448275862,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1,A1_T,39.42857142857143,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2,A1_L,28.333333333333332,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2,A1_T,33.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2,A2_L,28.333333333333332,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2,A2_T,33.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2/L2,A1_L,32.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2/L2,A2_L,32.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/A2/L2,L2,32.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T1,A1_T,36.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T1,T1,36.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2,A1_T,19.5,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2,T2,19.5,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T3,A1_T,37.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T3,T2,37.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T3,T3,37.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T6,A1_T,20.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T6,T2,20.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A1/T2/T6,T6,20.0,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A2,A2_L,29.015384615384615,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
2016_2017_Q2,province_average,Prov / Avg.,A2,A2_T,32.833333333333336,30,0.0,22 4 2016-07-01_2016-9-30 LTBAvgDayFirstHearing July2016-Sept2016_Q2.xlsx
