report_id,app_code,description,metric_id,value,data_status
2007_2008,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2007_2008,L5,Rent Increase Above Guidelines,cases,274,reported
2007_2008,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2007_2008,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2007_2008,L6,Review of Provincial Work Order,cases,20,reported
2007_2008,L6,Review of Provincial Work Order,defaults,-,not_reported
2007_2008,L6,Review of Provincial Work Order,hearings,-,not_reported
2007_2008,L7,Transfer Tenant to Care Home,cases,0,reported
2007_2008,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2007_2008,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2007_2008,L8,Tenant Changed Locks,cases,24,reported
2007_2008,L8,Tenant Changed Locks,defaults,-,not_reported
2007_2008,L8,Tenant Changed Locks,hearings,-,not_reported
2007_2008,L9,Application to Collect Rent (2007),cases,1790,reported
2007_2008,L9,Application to Collect Rent (2007),defaults,-,not_reported
2007_2008,L9,Application to Collect Rent (2007),hearings,-,not_reported
2007_2008,T1,Rent Rebate (eg. Illegal rent),cases,574,reported
2007_2008,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2007_2008,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2007_2008,T2,Tenant Rights,cases,3228,reported
2007_2008,T2,Tenant Rights,defaults,-,not_reported
2007_2008,T2,Tenant Rights,hearings,-,not_reported
2007_2008,T3,Rent Reduction,cases,54,reported
2007_2008,T3,Rent Reduction,defaults,-,not_reported
2007_2008,T3,Rent Reduction,hearings,-,not_reported
2007_2008,T4,Failed Rent Increase Above Guidelines,cases,0,reported
2007_2008,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2007_2008,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2007_2008,T5,Bad Faith Notice of Termination,cases,133,reported
2007_2008,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2007_2008,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2007_2008,T6,Maintenance,cases,1302,reported
2007_2008,T6,Maintenance,defaults,-,not_reported
2007_2008,T6,Maintenance,hearings,-,not_reported
2008_2009,A1,Determine Whether Act Applies,cases,89,reported
2008_2009,A1,Determine Whether Act Applies,defaults,-,not_reported
2008_2009,A1,Determine Whether Act Applies,hearings,-,not_reported
2008_2009,A2,Sublet or Assignment,cases,254,reported
2008_2009,A2,Sublet or Assignment,defaults,-,not_reported
2008_2009,A2,Sublet or Assignment,hearings,-,not_reported
2008_2009,A3,Combined Application,cases,4255,reported
2008_2009,A3,Combined Application,defaults,-,not_reported
2008_2009,A3,Combined Application,hearings,-,not_reported
2008_2009,A4,Vary Rent Reduction Amount,cases,5,reported
2008_2009,A4,Vary Rent Reduction Amount,defaults,-,not_reported
2008_2009,A4,Vary Rent Reduction Amount,hearings,-,not_reported
2008_2009,L1,Termination for Non-Payment of Rent,cases,59053,reported
2008_2009,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2008_2009,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2008_2009,L2,Terminate Tenancy & Evict,cases,6535,reported
2008_2009,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2008_2009,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2008_2009,L3,Termination: Tenant Gave Notice,cases,1263,reported
2008_2009,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2008_2009,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2008_2009,L4,Terminate Tenancy: Failed Settlement,cases,6510,reported
2008_2009,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2008_2009,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2008_2009,L5,Rent Increase Above Guidelines,cases,228,reported
2008_2009,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2008_2009,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2008_2009,L6,Review of Provincial Work Order,cases,10,reported
2008_2009,L6,Review of Provincial Work Order,defaults,-,not_reported
2008_2009,L6,Review of Provincial Work Order,hearings,-,not_reported
2008_2009,L7,Transfer Tenant to Care Home,cases,1,reported
2008_2009,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2008_2009,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2008_2009,L8,Tenant Changed Locks,cases,20,reported
2008_2009,L8,Tenant Changed Locks,defaults,-,not_reported
2008_2009,L8,Tenant Changed Locks,hearings,-,not_reported
2008_2009,L9,Application to Collect Rent (2007),cases,1692,reported
2008_2009,L9,Application to Collect Rent (2007),defaults,-,not_reported
2008_2009,L9,Application to Collect Rent (2007),hearings,-,not_reported
2008_2009,T1,Rent Rebate (eg. Illegal rent),cases,654,reported
2008_2009,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2008_2009,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2008_2009,T2,Tenant Rights,cases,3632,reported
2008_2009,T2,Tenant Rights,defaults,-,not_reported
2008_2009,T2,Tenant Rights,hearings,-,not_reported
2008_2009,T3,Rent Reduction,cases,47,reported
2008_2009,T3,Rent Reduction,defaults,-,not_reported
2008_2009,T3,Rent Reduction,hearings,-,not_reported
2008_2009,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2008_2009,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2008_2009,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2008_2009,T5,Bad Faith Notice of Termination,cases,129,reported
2008_2009,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2008_2009,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2008_2009,T6,Maintenance,cases,1462,reported
2008_2009,T6,Maintenance,defaults,-,not_reported
2008_2009,T6,Maintenance,hearings,-,not_reported
2009_2010,A1L,Determine Whether Act Applies,cases,49,reported
2009_2010,A1L,Determine Whether Act Applies,defaults,-,not_reported
2009_2010,A1L,Determine Whether Act Applies,hearings,-,not_reported
2009_2010,A1T,Determine Whether Act Applies,cases,33,reported
2009_2010,A1T,Determine Whether Act Applies,defaults,-,not_reported
2009_2010,A1T,Determine Whether Act Applies,hearings,-,not_reported
2009_2010,A2L,Sublet or Assignment,cases,153,reported
2009_2010,A2L,Sublet or Assignment,defaults,-,not_reported
2009_2010,A2L,Sublet or Assignment,hearings,-,not_reported
2009_2010,A2T,Sublet or Assignment,cases,43,reported
2009_2010,A2T,Sublet or Assignment,defaults,-,not_reported
2009_2010,A2T,Sublet or Assignment,hearings,-,not_reported
2009_2010,A3L,Combined Application (usually includes L1),cases,2796,reported
2009_2010,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2009_2010,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2009_2010,A3T,Combined Application,cases,1141,reported
2009_2010,A3T,Combined Application,defaults,-,not_reported
2009_2010,A3T,Combined Application,hearings,-,not_reported
2009_2010,A4L,Vary Rent Reduction Amount,cases,275,reported
2009_2010,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2009_2010,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2009_2010,A4T,Vary Rent Reduction Amount,cases,2,reported
2009_2010,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2009_2010,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2009_2010,L1,Termination for Non-Payment of Rent,cases,54109,reported
2009_2010,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2009_2010,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2009_2010,L2,Terminate Tenancy & Evict,cases,5628,reported
2009_2010,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2009_2010,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2009_2010,L3,Termination: Tenant Gave Notice,cases,991,reported
2009_2010,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2009_2010,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2009_2010,L4,Terminate Tenancy: Failed Settlement,cases,5301,reported
2009_2010,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2009_2010,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2009_2010,L5,Rent Increase Above Guidelines,cases,294,reported
2009_2010,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2009_2010,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2009_2010,L6,Review of Provincial Work Order,cases,12,reported
2009_2010,L6,Review of Provincial Work Order,defaults,-,not_reported
2009_2010,L6,Review of Provincial Work Order,hearings,-,not_reported
2009_2010,L7,Transfer Tenant to Care Home,cases,3,reported
2009_2010,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2009_2010,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2009_2010,L8,Tenant Changed Locks,cases,22,reported
2009_2010,L8,Tenant Changed Locks,defaults,-,not_reported
2009_2010,L8,Tenant Changed Locks,hearings,-,not_reported
2009_2010,L9,Application to Collect Rent (2007),cases,1754,reported
2009_2010,L9,Application to Collect Rent (2007),defaults,-,not_reported
2009_2010,L9,Application to Collect Rent (2007),hearings,-,not_reported
2009_2010,T1,Rent Rebate (eg. Illegal rent),cases,574,reported
2009_2010,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2009_2010,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2009_2010,T2,Tenant Rights,cases,3517,reported
2009_2010,T2,Tenant Rights,defaults,-,not_reported
2009_2010,T2,Tenant Rights,hearings,-,not_reported
2009_2010,T3,Rent Reduction,cases,43,reported
2009_2010,T3,Rent Reduction,defaults,-,not_reported
2009_2010,T3,Rent Reduction,hearings,-,not_reported
2009_2010,T4,Failed Rent Increase Above Guidelines,cases,2,reported
2009_2010,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2009_2010,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2009_2010,T5,Bad Faith Notice of Termination,cases,115,reported
2009_2010,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2009_2010,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2009_2010,T6,Maintenance,cases,1215,reported
2009_2010,T6,Maintenance,defaults,-,not_reported
2009_2010,T6,Maintenance,hearings,-,not_reported
2010_2011,A1L,Determine Whether Act Applies,cases,48,reported
2010_2011,A1L,Determine Whether Act Applies,defaults,-,not_reported
2010_2011,A1L,Determine Whether Act Applies,hearings,-,not_reported
2010_2011,A1T,Determine Whether Act Applies,cases,30,reported
2010_2011,A1T,Determine Whether Act Applies,defaults,-,not_reported
2010_2011,A1T,Determine Whether Act Applies,hearings,-,not_reported
2010_2011,A2L,Sublet or Assignment,cases,199,reported
2010_2011,A2L,Sublet or Assignment,defaults,-,not_reported
2010_2011,A2L,Sublet or Assignment,hearings,-,not_reported
2010_2011,A2T,Sublet or Assignment,cases,49,reported
2010_2011,A2T,Sublet or Assignment,defaults,-,not_reported
2010_2011,A2T,Sublet or Assignment,hearings,-,not_reported
2010_2011,A3L,Combined Application (usually includes L1),cases,3066,reported
2010_2011,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2010_2011,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2010_2011,A3T,Combined Application,cases,1224,reported
2010_2011,A3T,Combined Application,defaults,-,not_reported
2010_2011,A3T,Combined Application,hearings,-,not_reported
2010_2011,A4L,Vary Rent Reduction Amount,cases,182,reported
2010_2011,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2010_2011,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2010_2011,A4T,Vary Rent Reduction Amount,cases,0,reported
2010_2011,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2010_2011,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2010_2011,L1,Termination for Non-Payment of Rent,cases,53182,reported
2010_2011,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2010_2011,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2010_2011,L2,Terminate Tenancy & Evict,cases,6158,reported
2010_2011,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2010_2011,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2010_2011,L3,Termination: Tenant Gave Notice,cases,1075,reported
2010_2011,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2010_2011,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2010_2011,L4,Terminate Tenancy: Failed Settlement,cases,4805,reported
2010_2011,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2010_2011,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2010_2011,L5,Rent Increase Above Guidelines,cases,391,reported
2010_2011,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2010_2011,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2010_2011,L6,Review of Provincial Work Order,cases,7,reported
2010_2011,L6,Review of Provincial Work Order,defaults,-,not_reported
2010_2011,L6,Review of Provincial Work Order,hearings,-,not_reported
2010_2011,L7,Transfer Tenant to Care Home,cases,1,reported
2010_2011,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2010_2011,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2010_2011,L8,Tenant Changed Locks,cases,26,reported
2010_2011,L8,Tenant Changed Locks,defaults,-,not_reported
2010_2011,L8,Tenant Changed Locks,hearings,-,not_reported
2010_2011,L9,Application to Collect Rent (2007),cases,1499,reported
2010_2011,L9,Application to Collect Rent (2007),defaults,-,not_reported
2010_2011,L9,Application to Collect Rent (2007),hearings,-,not_reported
2010_2011,T1,Rent Rebate (eg. Illegal rent),cases,520,reported
2010_2011,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2010_2011,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2010_2011,T2,Tenant Rights,cases,3587,reported
2010_2011,T2,Tenant Rights,defaults,-,not_reported
2010_2011,T2,Tenant Rights,hearings,-,not_reported
2010_2011,T3,Rent Reduction,cases,43,reported
2010_2011,T3,Rent Reduction,defaults,-,not_reported
2010_2011,T3,Rent Reduction,hearings,-,not_reported
2010_2011,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2010_2011,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2010_2011,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2010_2011,T5,Bad Faith Notice of Termination,cases,128,reported
2010_2011,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2010_2011,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2010_2011,T6,Maintenance,cases,1171,reported
2010_2011,T6,Maintenance,defaults,-,not_reported
2010_2011,T6,Maintenance,hearings,-,not_reported
2010_2011,T7,Suite Meters (2010),cases,1,reported
2010_2011,T7,Suite Meters (2010),defaults,-,not_reported
2010_2011,T7,Suite Meters (2010),hearings,-,not_reported
2011_2012,A1L,Determine Whether Act Applies,cases,50,reported
2011_2012,A1L,Determine Whether Act Applies,defaults,-,not_reported
2011_2012,A1L,Determine Whether Act Applies,hearings,-,not_reported
2011_2012,A1T,Determine Whether Act Applies,cases,36,reported
2011_2012,A1T,Determine Whether Act Applies,defaults,-,not_reported
2011_2012,A1T,Determine Whether Act Applies,hearings,-,not_reported
2011_2012,A2L,Sublet or Assignment,cases,234,reported
2011_2012,A2L,Sublet or Assignment,defaults,-,not_reported
2011_2012,A2L,Sublet or Assignment,hearings,-,not_reported
2011_2012,A2T,Sublet or Assignment,cases,57,reported
2011_2012,A2T,Sublet or Assignment,defaults,-,not_reported
2011_2012,A2T,Sublet or Assignment,hearings,-,not_reported
2011_2012,A3L,Combined Application (usually includes L1),cases,3736,reported
2011_2012,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2011_2012,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2011_2012,A3T,Combined Application,cases,1435,reported
2011_2012,A3T,Combined Application,defaults,-,not_reported
2011_2012,A3T,Combined Application,hearings,-,not_reported
2011_2012,A4L,Vary Rent Reduction Amount,cases,106,reported
2011_2012,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2011_2012,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2011_2012,A4T,Vary Rent Reduction Amount,cases,1,reported
2011_2012,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2011_2012,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2011_2012,L1,Termination for Non-Payment of Rent,cases,54847,reported
2011_2012,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2011_2012,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2011_2012,L2,Terminate Tenancy & Evict,cases,6867,reported
2011_2012,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2011_2012,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2011_2012,L3,Termination: Tenant Gave Notice,cases,1263,reported
2011_2012,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2011_2012,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2011_2012,L4,Terminate Tenancy: Failed Settlement,cases,4905,reported
2011_2012,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2011_2012,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2011_2012,L5,Rent Increase Above Guidelines,cases,252,reported
2011_2012,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2011_2012,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2011_2012,L6,Review of Provincial Work Order,cases,13,reported
2011_2012,L6,Review of Provincial Work Order,defaults,-,not_reported
2011_2012,L6,Review of Provincial Work Order,hearings,-,not_reported
2011_2012,L7,Transfer Tenant to Care Home,cases,1,reported
2011_2012,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2011_2012,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2011_2012,L8,Tenant Changed Locks,cases,21,reported
2011_2012,L8,Tenant Changed Locks,defaults,-,not_reported
2011_2012,L8,Tenant Changed Locks,hearings,-,not_reported
2011_2012,L9,Application to Collect Rent (2007),cases,1664,reported
2011_2012,L9,Application to Collect Rent (2007),defaults,-,not_reported
2011_2012,L9,Application to Collect Rent (2007),hearings,-,not_reported
2011_2012,T1,Rent Rebate (eg. Illegal rent),cases,578,reported
2011_2012,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2011_2012,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2011_2012,T2,Tenant Rights,cases,3548,reported
2011_2012,T2,Tenant Rights,defaults,-,not_reported
2011_2012,T2,Tenant Rights,hearings,-,not_reported
2011_2012,T3,Rent Reduction,cases,65,reported
2011_2012,T3,Rent Reduction,defaults,-,not_reported
2011_2012,T3,Rent Reduction,hearings,-,not_reported
2011_2012,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2011_2012,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2011_2012,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2011_2012,T5,Bad Faith Notice of Termination,cases,139,reported
2011_2012,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2011_2012,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2011_2012,T6,Maintenance,cases,1264,reported
2011_2012,T6,Maintenance,defaults,-,not_reported
2011_2012,T6,Maintenance,hearings,-,not_reported
2011_2012,T7,Suite Meters (2010),cases,1,reported
2011_2012,T7,Suite Meters (2010),defaults,-,not_reported
2011_2012,T7,Suite Meters (2010),hearings,-,not_reported
2012_2013,A1L,Determine Whether Act Applies,cases,62,reported
2012_2013,A1L,Determine Whether Act Applies,defaults,-,not_reported
2012_2013,A1L,Determine Whether Act Applies,hearings,-,not_reported
2012_2013,A1T,Determine Whether Act Applies,cases,30,reported
2012_2013,A1T,Determine Whether Act Applies,defaults,-,not_reported
2012_2013,A1T,Determine Whether Act Applies,hearings,-,not_reported
2012_2013,A2L,Sublet or Assignment,cases,237,reported
2012_2013,A2L,Sublet or Assignment,defaults,-,not_reported
2012_2013,A2L,Sublet or Assignment,hearings,-,not_reported
2012_2013,A2T,Sublet or Assignment,cases,45,reported
2012_2013,A2T,Sublet or Assignment,defaults,-,not_reported
2012_2013,A2T,Sublet or Assignment,hearings,-,not_reported
2012_2013,A3L,Combined Application (usually includes L1),cases,3936,reported
2012_2013,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2012_2013,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2012_2013,A3T,Combined Application,cases,1342,reported
2012_2013,A3T,Combined Application,defaults,-,not_reported
2012_2013,A3T,Combined Application,hearings,-,not_reported
2012_2013,A4L,Vary Rent Reduction Amount,cases,209,reported
2012_2013,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2012_2013,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2012_2013,A4T,Vary Rent Reduction Amount,cases,1,reported
2012_2013,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2012_2013,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2012_2013,L1,Termination for Non-Payment of Rent,cases,54777,reported
2012_2013,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2012_2013,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2012_2013,L2,Terminate Tenancy & Evict,cases,7102,reported
2012_2013,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2012_2013,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2012_2013,L3,Termination: Tenant Gave Notice,cases,1225,reported
2012_2013,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2012_2013,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2012_2013,L4,Terminate Tenancy: Failed Settlement,cases,5549,reported
2012_2013,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2012_2013,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2012_2013,L5,Rent Increase Above Guidelines,cases,296,reported
2012_2013,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2012_2013,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2012_2013,L6,Review of Provincial Work Order,cases,11,reported
2012_2013,L6,Review of Provincial Work Order,defaults,-,not_reported
2012_2013,L6,Review of Provincial Work Order,hearings,-,not_reported
2012_2013,L7,Transfer Tenant to Care Home,cases,0,reported
2012_2013,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2012_2013,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2012_2013,L8,Tenant Changed Locks,cases,45,reported
2012_2013,L8,Tenant Changed Locks,defaults,-,not_reported
2012_2013,L8,Tenant Changed Locks,hearings,-,not_reported
2012_2013,L9,Application to Collect Rent (2007),cases,1620,reported
2012_2013,L9,Application to Collect Rent (2007),defaults,-,not_reported
2012_2013,L9,Application to Collect Rent (2007),hearings,-,not_reported
2012_2013,T1,Rent Rebate (eg. Illegal rent),cases,618,reported
2012_2013,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2012_2013,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2012_2013,T2,Tenant Rights,cases,3676,reported
2012_2013,T2,Tenant Rights,defaults,-,not_reported
2012_2013,T2,Tenant Rights,hearings,-,not_reported
2012_2013,T3,Rent Reduction,cases,58,reported
2012_2013,T3,Rent Reduction,defaults,-,not_reported
2012_2013,T3,Rent Reduction,hearings,-,not_reported
2012_2013,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2012_2013,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2012_2013,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2012_2013,T5,Bad Faith Notice of Termination,cases,152,reported
2012_2013,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2012_2013,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2012_2013,T6,Maintenance,cases,1198,reported
2012_2013,T6,Maintenance,defaults,-,not_reported
2012_2013,T6,Maintenance,hearings,-,not_reported
2012_2013,T7,Suite Meters (2010),cases,2,reported
2012_2013,T7,Suite Meters (2010),defaults,-,not_reported
2012_2013,T7,Suite Meters (2010),hearings,-,not_reported
2013_2014,A1L,Determine Whether Act Applies,cases,69,reported
2013_2014,A1L,Determine Whether Act Applies,defaults,-,not_reported
2013_2014,A1L,Determine Whether Act Applies,hearings,-,not_reported
2013_2014,A1T,Determine Whether Act Applies,cases,23,reported
2013_2014,A1T,Determine Whether Act Applies,defaults,-,not_reported
2013_2014,A1T,Determine Whether Act Applies,hearings,-,not_reported
2013_2014,A2L,Sublet or Assignment,cases,241,reported
2013_2014,A2L,Sublet or Assignment,defaults,-,not_reported
2013_2014,A2L,Sublet or Assignment,hearings,-,not_reported
2013_2014,A2T,Sublet or Assignment,cases,46,reported
2013_2014,A2T,Sublet or Assignment,defaults,-,not_reported
2013_2014,A2T,Sublet or Assignment,hearings,-,not_reported
2013_2014,A3L,Combined Application (usually includes L1),cases,4209,reported
2013_2014,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2013_2014,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2013_2014,A3T,Combined Application,cases,1680,reported
2013_2014,A3T,Combined Application,defaults,-,not_reported
2013_2014,A3T,Combined Application,hearings,-,not_reported
2013_2014,A4L,Vary Rent Reduction Amount,cases,134,reported
2013_2014,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2013_2014,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2013_2014,A4T,Vary Rent Reduction Amount,cases,1,reported
2013_2014,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2013_2014,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2013_2014,L1,Termination for Non-Payment of Rent,cases,52832,reported
2013_2014,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2013_2014,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2013_2014,L2,Terminate Tenancy & Evict,cases,7312,reported
2013_2014,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2013_2014,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2013_2014,L3,Termination: Tenant Gave Notice,cases,1179,reported
2013_2014,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2013_2014,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2013_2014,L4,Terminate Tenancy: Failed Settlement,cases,5955,reported
2013_2014,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2013_2014,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2013_2014,L5,Rent Increase Above Guidelines,cases,438,reported
2013_2014,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2013_2014,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2013_2014,L6,Review of Provincial Work Order,cases,3,reported
2013_2014,L6,Review of Provincial Work Order,defaults,-,not_reported
2013_2014,L6,Review of Provincial Work Order,hearings,-,not_reported
2013_2014,L7,Transfer Tenant to Care Home,cases,4,reported
2013_2014,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2013_2014,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2013_2014,L8,Tenant Changed Locks,cases,21,reported
2013_2014,L8,Tenant Changed Locks,defaults,-,not_reported
2013_2014,L8,Tenant Changed Locks,hearings,-,not_reported
2013_2014,L9,Application to Collect Rent (2007),cases,1800,reported
2013_2014,L9,Application to Collect Rent (2007),defaults,-,not_reported
2013_2014,L9,Application to Collect Rent (2007),hearings,-,not_reported
2013_2014,T1,Rent Rebate (eg. Illegal rent),cases,663,reported
2013_2014,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2013_2014,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2013_2014,T2,Tenant Rights,cases,3600,reported
2013_2014,T2,Tenant Rights,defaults,-,not_reported
2013_2014,T2,Tenant Rights,hearings,-,not_reported
2013_2014,T3,Rent Reduction,cases,51,reported
2013_2014,T3,Rent Reduction,defaults,-,not_reported
2013_2014,T3,Rent Reduction,hearings,-,not_reported
2013_2014,T4,Failed Rent Increase Above Guidelines,cases,4,reported
2013_2014,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
