report_id,period_label,report_type,series_id,app_combo,avg_days,source_file
2022_2023_Q1,2022-23 Q1,Q,A1_T,A1,42.285714285714285,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,A2_T,A2,50.214285714285715,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,A2_T/T2/T6,A2/T2/T6,36.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1,T1,43.6271186440678,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T2,T1/T2,85.9047619047619,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T2/T3,T1/T2/T3,37.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T2/T3/T7,T1/T2/T3/T7,68.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T2/T5,T1/T2/T5,71.5,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T2/T6,T1/T2/T6,68.9375,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T5,T1/T5,40.6,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T5/T6,T1/T5/T6,14.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T1/T6,T1/T6,167.2,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2,T2,66.28111587982832,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T3,T2/T3,59.142857142857146,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T3/T5/T6,T2/T3/T5/T6,39.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T3/T6,T2/T3/T6,27.5,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T5,T2/T5,107.25,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T5/T6,T2/T5/T6,83.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T2/T6,T2/T6,85.5,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T3,T3,33.333333333333336,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T3/T6,T3/T6,563.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T4,T4,6.0,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T5,T5,58.43564356435643,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q1,2022-23 Q1,Q,T6,T6,68.22866894197952,24 35 2022-04-01_2022-06-30 LTBAvgDayHearingOrder Q1 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L1,L1,50.87407407407407,24 36 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (L1 & L9).xlsx
2022_2023_Q2,2022-23 Q2,Q,L9,L9,59.3421052631579,24 36 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (L1 & L9).xlsx
2022_2023_Q2,2022-23 Q2,Q,A1_L,A1,43.666666666666664,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A2_L,A2,91.33333333333333,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A2_L/L2,A2/L2,11.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L1/L2,L1/L2,76.63157894736842,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L1/L3,L1/L3,19.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L1/L9,L1/L9,11.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L2,L2,102.54098360655738,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L3,L3,30.78723404255319,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,L4,L4,33.297435897435896,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A1_T,A1,145.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A1_T/T2,A1/T2,272.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A1_T/T2/T5,A1/T2/T5,87.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A2_T,A2,16.555555555555557,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,A2_T/T1/T2/T6,A2/T1/T2/T6,34.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1,T1,68.13432835820896,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T2,T1/T2,103.35714285714286,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T2/T3/T6,T1/T2/T3/T6,684.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T2/T5,T1/T2/T5,320.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T2/T5/T6,T1/T2/T5/T6,329.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T2/T6,T1/T2/T6,153.75,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T3,T1/T3,76.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T4,T1/T4,19.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T5,T1/T5,187.375,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T1/T6,T1/T6,86.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2,T2,123.7158273381295,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2/T3,T2/T3,39.666666666666664,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2/T3/T6,T2/T3/T6,51.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2/T5,T2/T5,68.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2/T5/T6,T2/T5/T6,46.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T2/T6,T2/T6,130.55357142857142,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T3,T3,72.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T4,T4,62.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T5,T5,72.23478260869565,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T6,T6,126.73381294964028,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q2,2022-23 Q2,Q,T7,T7,38.0,24 37 2022-07-01_2022-09-30 LTBAvgDayHearingOrder Q2 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L1,L1,102.66451612903226,24 38 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (L1 & L9).xlsx
2022_2023_Q3,2022-23 Q3,Q,L9,L9,25.905882352941177,24 38 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (L1 & L9).xlsx
2022_2023_Q3,2022-23 Q3,Q,A1_L,A1,40.57142857142857,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A2_L,A2,70.44444444444444,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A2_L/L1,A2/L1,39.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A2_L/L1/L2,A2/L1/L2,7.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L1/L2,L1/L2,56.793103448275865,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L1/L2/L3,L1/L2/L3,17.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L1/L2/L8,L1/L2/L8,8.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L1/L9,L1/L9,11.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L2,L2,111.47524752475248,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L2/L9,L2/L9,82.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L3,L3,28.17721518987342,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,L4,L4,18.686274509803923,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A1_T,A1,192.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A1_T/T1,A1/T1,48.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A1_T/T2/T6,A1/T2/T6,115.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A2_T,A2,100.16666666666667,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,A2_T/T1,A2/T1,77.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1,T1,91.17567567567568,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T2,T1/T2,82.92307692307692,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T2/T5,T1/T2/T5,89.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T2/T6,T1/T2/T6,120.71428571428571,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T4,T1/T4,227.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T5,T1/T5,109.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T5/T6,T1/T5/T6,5.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T1/T6,T1/T6,8.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2,T2,147.87719298245614,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T3,T2/T3,85.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T3/T6,T2/T3/T6,319.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T5,T2/T5,87.33333333333333,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T5/T6,T2/T5/T6,188.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T6,T2/T6,120.14893617021276,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T2/T6/T7,T2/T6/T7,816.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T3,T3,123.625,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T4,T4,149.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T4/T5,T4/T5,13.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T5,T5,85.29885057471265,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T5/T6,T5/T6,564.0,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
2022_2023_Q3,2022-23 Q3,Q,T6,T6,152.17241379310346,24 39 2022-10-01_2022-12-31 LTBAvgDayHearingOrder Q3 2022-2023 (Other Applications).xlsx
